"Label","ID","Link displacement","Link target IDs","Link target IDs","Link velocity","TB","TB to PSM","TB to Somite","checked","other"
"",""," ","Source spot id","Target spot id"," ","Tag","Tag","Tag","Tag","Tag"
"","","(micron)","","","(micron/frame)","","","","",""
"1926 ? 1927","1903","1.2659206486453582","1926.0","1927.0","1.2659206486453582","1","0","0","1","0"
"1927 ? 942","1904","2.701307092330211","1927.0","942.0","2.701307092330211","1","0","0","1","0"
"942 ? 2128","2103","0.9698842827405082","942.0","2128.0","0.9698842827405082","1","0","0","1","0"
"2128 ? 2129","2104","0.9698842827406219","2128.0","2129.0","0.9698842827406219","1","0","0","1","0"
"2129 ? 2130","2105","3.9803051297421708","2129.0","2130.0","3.9803051297421708","1","0","0","1","0"
"2130 ? 2131","2106","1.1996806027097249","2130.0","2131.0","1.1996806027097249","1","0","0","1","0"
"2131 ? 2132","2107","2.814336137432298","2131.0","2132.0","2.814336137432298","1","0","0","1","0"
"2132 ? 2133","2108","0.7997870684731545","2132.0","2133.0","0.7997870684731545","1","0","0","1","0"
"2134 ? 2135","2109","0.7209326273391675","2134.0","2135.0","0.7209326273391675","1","0","0","1","0"
"2135 ? 2136","2110","0.9256411510803181","2135.0","2136.0","0.9256411510803181","1","0","0","1","0"
"2136 ? 2137","2111","0.0","2136.0","2137.0","0.0","1","0","0","1","0"
"2137 ? 2138","2112","1.0843635932581575","2137.0","2138.0","1.0843635932581575","1","0","0","1","0"
"2138 ? 2139","2113","1.7789498510602284","2138.0","2139.0","1.7789498510602284","1","0","0","1","0"
"2139 ? 941","2114","1.4580557875164686","2139.0","941.0","1.4580557875164686","1","0","0","1","0"
"35 ? 36","2710","2.949111294155608","35.0","36.0","1.474555647077804","0","0","0","0","0"
