"Label","ID","Link cost","Link displacement","Link target IDs","Link target IDs","Link velocity","Checked","TBto SOM25","TBtoPSM","TBtoPSMd","TBtoSom","TBtoTB"
"",""," "," ","Source spot id","Target spot id"," ","Tag","Tag","Tag","Tag","TB","Tag"
"","","","(micron)","","","(micron/frame)","","","","","",""
"5844 ? 5845","5826","","0.7545776075906653","5844.0","5845.0","0.7545776075906653","1","0","0","0","0","1"
"5845 ? 5846","5827","","1.3498294598974312","5845.0","5846.0","1.3498294598974312","1","0","0","0","0","1"
"5846 ? 5847","5828","","0.7710772617514672","5846.0","5847.0","0.7710772617514672","1","0","0","0","0","1"
"5847 ? 5848","5829","","0.7127893984025223","5847.0","5848.0","0.7127893984025223","1","0","0","0","0","1"
"5848 ? 5849","5830","","0.3374573649743917","5848.0","5849.0","0.3374573649743917","1","0","0","0","0","1"
"5850 ? 5851","5832","","0.9544735645388618","5850.0","5851.0","0.9544735645388618","1","0","0","0","0","1"
"5851 ? 5852","5833","","0.7512141638750467","5851.0","5852.0","0.7512141638750467","1","0","0","0","0","1"
"5852 ? 5853","5834","","0.8423444995602413","5852.0","5853.0","0.8423444995602413","1","0","0","0","0","1"
"5853 ? 5854","5835","","0.20928217349879855","5853.0","5854.0","0.20928217349879855","1","0","0","0","0","1"
"5854 ? 5855","5836","","0.8475282069453741","5854.0","5855.0","0.8475282069453741","1","0","0","0","0","1"
"5855 ? 5856","5837","","1.061886454218421","5855.0","5856.0","1.061886454218421","1","0","0","0","0","1"
"5856 ? 5857","5838","","1.477415882746324","5856.0","5857.0","1.477415882746324","1","0","0","0","0","1"
"5857 ? 5858","5839","","1.512054651504805","5857.0","5858.0","1.512054651504805","1","0","0","0","0","1"
"5859 ? 5860","5841","","1.1546610097216297","5859.0","5860.0","1.1546610097216297","1","0","0","0","0","1"
"5860 ? 5861","5842","","0.0","5860.0","5861.0","0.0","1","0","0","0","0","1"
"5861 ? 5862","5843","","1.2745747774912428","5861.0","5862.0","1.2745747774912428","1","0","0","0","0","1"
"5862 ? 5863","5844","","1.6668125671075122","5862.0","5863.0","1.6668125671075122","1","0","0","0","0","1"
"5863 ? 5864","5845","","1.4156255379269105","5863.0","5864.0","1.4156255379269105","1","0","0","0","0","1"
"5864 ? 5865","5846","","1.0009984174889917","5864.0","5865.0","1.0009984174889917","1","0","0","0","0","1"
"5865 ? 5866","5847","","1.2716029896301082","5865.0","5866.0","1.2716029896301082","1","0","0","0","0","1"
"5867 ? 5868","5849","","0.0","5867.0","5868.0","0.0","1","0","0","0","0","1"
"5868 ? 5869","5850","","0.8394745315424722","5868.0","5869.0","0.8394745315424722","1","0","0","0","0","1"
"5869 ? 5870","5851","","0.38499939134194106","5869.0","5870.0","0.38499939134194106","1","0","0","0","0","1"
"5870 ? 5871","5852","","0.0","5870.0","5871.0","0.0","1","0","0","0","0","1"
"5871 ? 5872","5853","","1.1652195960488883","5871.0","5872.0","1.1652195960488883","1","0","0","0","0","1"
"5872 ? 5873","5854","","0.457159380651529","5872.0","5873.0","0.457159380651529","1","0","0","0","0","1"
"5873 ? 5874","5855","","0.6121675555090023","5873.0","5874.0","0.6121675555090023","1","0","0","0","0","1"
"5874 ? 5875","5856","","2.0040632084853307","5874.0","5875.0","2.0040632084853307","1","0","0","0","0","1"
"5875 ? 5876","5857","","0.4244618289544916","5875.0","5876.0","0.4244618289544916","1","0","0","0","0","1"
"5876 ? 5877","5858","","0.6844241338690232","5876.0","5877.0","0.6844241338690232","1","0","0","0","0","1"
"5877 ? 5878","5859","","0.5694753020376294","5877.0","5878.0","0.5694753020376294","1","0","0","0","0","1"
"5878 ? 5879","5860","","1.0871527299374217","5878.0","5879.0","1.0871527299374217","1","0","0","0","0","1"
"5879 ? 5880","5861","","1.4506413825325952","5879.0","5880.0","1.4506413825325952","1","0","0","0","0","1"
"5880 ? 5881","5862","","0.9679218925330744","5880.0","5881.0","0.9679218925330744","1","0","0","0","0","1"
"5881 ? 5882","5863","","1.7501009548221298","5881.0","5882.0","1.7501009548221298","1","0","0","0","0","1"
"5882 ? 5883","5864","","1.28739049560924","5882.0","5883.0","1.28739049560924","1","0","0","0","0","1"
"5883 ? 5884","5865","","0.0","5883.0","5884.0","0.0","1","0","0","0","0","1"
"5884 ? 5885","5866","","1.5655546965897547","5884.0","5885.0","1.5655546965897547","1","0","0","0","0","1"
