"Label","ID","Detection quality","Spot N links","Spot frame","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot median intensity","Spot median intensity","Spot track ID","Track N spots","TBtoPSMd","TBtoSom","TBtoSom25","TBtoTB","checked"
"",""," "," "," ","Mean ch0","Mean ch1","Std ch0","Std ch1","Median ch0","Median ch1"," "," ","Tag","Tag","Tag","Tag","Tag"
"","","","","","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","","","","","","",""
"2141","2141","","2","70","120.71032868953819","2968.983517000144","6.54839241559032","140.6456700034247","103.0","3838.0","1","240","0","0","0","1","1"
"2142","2142","","2","69","121.8581113757589","2888.768154248076","7.264868945256725","135.8967034276036","103.0","3838.0","1","240","0","0","0","1","1"
"2143","2143","","2","68","121.08005555971509","2922.6126626432197","5.72899116612301","163.92169462197901","103.0","3838.0","1","240","0","0","0","1","1"
"2144","2144","","2","67","120.2542281259042","3001.3477934057573","7.335762226475666","148.0077621365431","103.0","3838.0","1","240","0","0","0","1","1"
"2145","2145","","2","66","122.73884674123815","3033.3881822207827","6.463835114869231","133.0514919859129","103.0","3838.0","1","240","0","0","0","1","1"
"2146","2146","","2","65","121.71078839785775","2986.1615080578567","8.166393498453616","123.50027080591352","103.0","3838.0","1","240","0","0","0","1","1"
"2147","2147","","2","64","121.16117491723122","3121.7183874700745","6.103831631986298","100.71965623926086","103.0","3838.0","1","240","0","0","0","1","1"
"2148","2148","","2","63","120.57866405015577","3170.186653682354","6.89869374504137","123.42269821183982","103.0","3838.0","1","240","0","0","0","1","1"
"2149","2149","","2","62","122.4262369556126","3090.877507355195","7.149626816322858","164.89974765764862","103.0","3838.0","1","240","0","0","0","1","1"
"2150","2150","","2","61","122.40646070498714","3168.5710876778735","6.639663720908766","120.34656366062838","103.0","3838.0","1","240","0","0","0","1","1"
"2151","2151","","2","60","122.7774157725121","3245.6369267606406","5.315655189556247","127.41053246486153","103.0","3838.0","1","240","0","0","0","1","1"
"2152","2152","","2","59","120.44759127164673","3249.575671967858","6.0979743859169355","166.37259906159272","103.0","3838.0","1","240","0","0","0","1","1"
"2153","2153","","2","58","122.3135387168039","3271.605949393451","6.320125466645175","118.40259768629855","103.0","3838.0","1","240","0","0","0","1","1"
"2154","2154","","2","57","121.23343060474264","3328.845164817611","5.757612656396651","137.08659612892504","103.0","3838.0","1","240","0","0","0","1","1"
"2155","2155","","2","56","120.16011945461078","3191.8471855348266","6.221245110680905","116.54371836128685","103.0","3838.0","1","240","0","0","0","1","1"
"2156","2156","","2","55","121.2271842953125","3079.9852047243076","5.18199458294646","128.08689972608508","103.0","3838.0","1","240","0","0","0","1","1"
"2157","2157","","2","54","121.36434309757449","3106.9653970634567","6.932028137923569","121.08035271623288","103.0","3838.0","1","240","0","0","0","1","1"
"2158","2158","","2","53","119.90016425037612","3207.257083167548","5.452093450622085","118.4662428333049","103.0","3838.0","1","240","0","0","0","1","1"
"2159","2159","","2","52","119.18259084913376","3314.2239143270936","6.831036320323755","135.63835235647682","103.0","3838.0","1","240","0","0","0","1","1"
"2160","2160","","2","51","121.67599393339688","3395.6257569041913","7.156599164278241","117.14510369475467","103.0","3838.0","1","240","0","0","0","1","1"
"2161","2161","","2","50","120.9877825097857","3430.4807870216873","6.357876610233365","127.37484458209158","103.0","3838.0","1","240","0","0","0","1","1"
"2162","2162","","2","49","122.10276980575887","3504.9754433372464","7.410287002476693","147.4454495473706","103.0","3838.0","1","240","0","0","0","1","1"
"2163","2163","","2","48","120.67574638106295","3950.199466798643","6.496625370348346","272.2459894202634","103.0","3838.0","1","240","0","0","0","1","1"
"2164","2164","","2","47","121.75722741109502","3968.882013449404","7.716482721713635","455.7245726346055","103.0","3838.0","1","240","0","0","0","1","1"
"2165","2165","","2","46","120.12063338618239","4376.23319632547","6.3431892770139156","757.1216644411944","103.0","3838.0","1","240","0","0","0","1","1"
"2166","2166","","2","45","119.3299057855685","4671.9672687385455","6.869844135745177","597.2615521165267","103.0","3838.0","1","240","0","0","0","1","1"
"2167","2167","","2","44","121.18700549811857","4761.329966061597","5.9160464032151205","162.52553068839347","103.0","3838.0","1","240","0","0","0","1","1"
"2169","2169","","2","43","123.35901102495166","4843.637876241811","6.185206377240928","315.05362389317963","103.0","3838.0","1","240","0","0","0","1","1"
"2170","2170","","2","42","120.40193244406883","5067.419848626115","5.31253704440182","484.3540618312389","103.0","3838.0","1","240","0","0","0","1","1"
