"Label","ID","Detection quality","Spot N links","Spot frame","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot gaussian-filtered intensity","Spot median intensity","Spot median intensity","Spot position","Spot position","Spot position","Spot radius","Spot sum intensity","Spot sum intensity","Spot track ID","Track N spots"
"",""," "," "," ","Mean ch0","Mean ch1","Std ch0","Std ch1","Median ch0","Median ch1","X","Y","Z"," ","Median ch0","Median ch1"," "," "
"","","","","","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(Counts)","(micron)","(micron)","(micron)","(micron)","(Counts)","(Counts)","",""
"18","18","","2","18","157.1312540240172","4020.195217641187","11.888679911633671","267.0302101482265","157.0","4022.0","386.91762995599385","440.27742374798004","124.90893549985097","2.510764995599645","74642.0","1906576.0","0","183"
"19","19","","2","19","155.91411579468402","3989.247600151372","10.755656138322609","275.1410462147534","155.0","4010.0","387.16801872030084","440.84071266297224","124.89910325526644","2.510764995599645","75066.0","1923705.0","0","183"
"20","20","","2","20","156.06616950801995","3824.689145449479","10.519679576963872","240.20578168336655","156.5","3922.5","387.16801872030084","440.84071266297224","124.89910325526644","2.510764995599645","75630.0","1852656.0","0","183"
"21","21","","2","21","158.2672684476363","3766.824828987317","10.864502475543812","298.2841109532576","158.0","3789.0","387.29321310245433","442.2802287790633","125.68969023356506","2.510764995599645","80012.0","1900502.0","0","183"
"22","22","","2","22","161.01478719531582","3876.424659791393","12.20064370748865","274.93277988155705","161.0","3906.0","387.73139343999156","442.21764112184195","125.69078270518555","2.510764995599645","76136.0","1820912.0","0","183"
"23","23","","2","23","162.76013605175083","3997.960091875864","12.085763376494974","221.49468439471238","162.0","4026.0","387.4184074846078","442.59316706517006","125.68422787546254","2.510764995599645","80901.0","1991079.0","0","183"
"24","24","","2","24","166.18750066073204","4001.8456516033684","12.58167688796065","204.25418590303752","166.0","4002.0","386.7995288446353","442.4679917507274","126.50212664427376","2.510764995599645","85372.0","2054925.0","0","183"
"25","25","","2","25","170.178971574534","3857.2373504921666","12.504323826180936","172.4228667911865","170.0","3887.0","387.0829993575895","442.470414418115","126.89969255486801","2.510764995599645","87253.0","1976769.0","0","183"
"26","26","","2","26","170.27543604665973","3878.2248146936","13.767576127491393","179.5179251996841","170.0","3907.5","386.51504507895754","443.18116460139174","126.48552430207327","2.510764995599645","86490.0","1967796.0","0","183"
"27","27","","2","27","174.1710963505388","3851.775671800625","13.43080724767084","187.9785950145065","174.0","3874.0","387.2803249292047","444.5631258171026","126.89547262834239","2.2825136323633135","70300.0","1555387.0","0","183"
"28","28","","2","28","172.617146539053","3664.926826787944","13.123720178882744","197.27707261179276","172.5","3701.5","386.5177382476296","445.42952381929797","126.88681888268898","2.2825136323633135","70465.0","1494041.0","0","183"
"29","29","495.5581929006448","2","29","171.30751260565694","3673.4675193356356","13.778532653629584","240.2613827198888","173.0","3756.0","385.75569342292545","445.57810078150874","126.32974881663459","2.2825136323633135","68974.0","1483594.0","0","183"
"30","30","478.4536855338923","2","30","167.11056867145837","3595.7719425930363","12.775182128293137","236.15530150220428","169.0","3652.5","385.11241127715004","446.58805450088045","126.37119485350223","2.2825136323633135","69093.0","1488170.0","0","183"
"31","31","415.540317316526","2","31","169.1218318758655","3582.97638483049","13.15270076018021","217.22511441834158","170.5","3648.0","385.4938667958363","446.10020900250817","127.33781678416568","2.2825136323633135","66031.0","1399398.0","0","183"
"32","32","","2","32","164.0800947227129","3628.034791504342","11.39942232877518","232.8650944767857","164.0","3694.0","384.99308926722233","446.10020900250817","127.40041397524243","2.2825136323633135","65449.0","1442661.0","0","183"
"33","33","","2","33","160.14676348945505","3623.8701599181777","11.48017015729158","270.6439232337418","160.0","3711.0","383.6746133629089","446.3958667398753","127.38677307404491","2.2825136323633135","66903.0","1515080.0","0","183"
"34","34","","2","34","157.3347632260616","3577.4712666875766","11.333745742079936","250.3049881072351","158.0","3599.0","383.7330863626778","446.70964925131256","127.38701886321901","2.2825136323633135","66539.0","1513154.0","0","183"
"35","35","","2","35","160.21545764649915","3834.948560415959","12.446693190458321","241.10802240282038","161.0","3942.0","383.0836503318076","446.9947723915014","128.80641518746367","2.2825136323633135","66446.0","1592326.0","0","183"
"36","36","","2","36","156.27694078565122","3905.1213371166423","12.24775798136007","208.58469127986345","157.0","3954.0","383.0820040970955","447.11995585472954","128.80626101785384","2.0750123930575572","48617.0","1216985.0","0","183"
"37","37","","2","37","155.6701030965513","3920.20254897455","12.361899193297454","236.32011225665826","157.0","4016.5","382.7040032257321","447.3027879293709","128.80224248424682","2.0750123930575572","49558.0","1257558.0","0","183"
"38","38","","2","38","154.6812605720834","3917.341928278618","10.987897829571663","234.6377663201953","153.0","3954.5","382.5722411137853","447.8018740755499","128.80036337941002","2.0750123930575572","50072.0","1272475.0","0","183"
"39","39","","2","39","153.43373388070165","3918.979923378159","11.231358491324364","244.74171141857545","154.0","4025.0","382.0649474825433","448.29601710152804","128.79469699538097","2.0750123930575572","50476.0","1295884.0","0","183"
"40","40","","2","40","154.74568529025032","3706.8849197035406","11.695387593111795","291.5898659876702","156.0","3808.5","381.67752235245615","449.07055233670644","129.2886799531061","2.0750123930575572","50847.0","1224561.0","0","183"
"41","41","","2","41","152.8248898873732","3585.847648708744","11.32095901285268","232.3019402320349","152.0","3628.0","381.3648052344095","449.2197472783593","128.59716422591757","2.0750123930575572","51000.0","1200336.0","0","183"
"42","42","","2","42","158.73474674131816","3532.3917153517104","11.818705799575254","234.62691633422244","159.0","3610.5","380.7232801391525","450.40075164535875","128.58938748263697","2.0750123930575572","51261.0","1149073.0","0","183"
"43","43","","2","43","164.6951473269338","3524.4134140116535","12.444287231461509","258.9409543986451","165.5","3612.5","380.64917067788406","450.74812771615024","128.08961152093383","2.0750123930575572","55110.0","1178856.0","0","183"
"44","44","","2","44","169.29850680226937","3501.2005556044755","13.073867119635963","232.9396347214782","169.5","3583.5","380.84667680349304","452.233744615634","127.66849674780762","2.0750123930575572","55578.0","1146192.0","0","183"
"45","45","","2","45","178.64406965023971","3554.4737603670706","15.157353043496062","234.39682811534385","178.0","3640.5","380.8353199874892","452.54650702869867","127.67179886405387","2.0750123930575572","60552.0","1208895.0","0","183"
"46","46","","2","46","188.84582286299369","3519.086438105817","14.787965838504968","230.24180493754227","189.0","3605.0","380.60253568538656","453.7908683243924","127.67413161563839","2.0750123930575572","64086.0","1195023.0","0","183"
"47","47","","2","47","201.15866922169644","3688.6970216020804","14.932677975780882","276.2801756593671","203.0","3763.0","380.66014101145373","453.9572271278743","127.23520562929504","2.0750123930575572","67746.0","1241343.0","0","183"
"48","48","627.2640106994186","2","48","207.21797719745157","3553.0367037785177","16.80288928163697","222.0981643056805","211.0","3650.0","380.38153673002046","453.5459720061796","127.5167668971275","2.0750123930575577","70673.0","1214762.0","0","183"
"49","49","618.9513872887978","2","49","208.93102049446","3520.016132778891","19.31545205068057","229.85196038289254","209.0","3578.5","380.359058229485","453.51683247508134","127.20943938401295","2.0750123930575577","72789.0","1223391.0","0","183"
"50","50","634.2974939054903","2","50","209.47814360053343","3553.319217881655","18.56443706281088","234.97979230141522","210.0","3592.5","379.4991160542228","453.8575749921853","127.8664223852464","2.0750123930575577","71978.0","1221199.0","0","183"
"51","51","622.8934191484966","2","51","212.62143521086662","3555.560206602239","16.834421336296835","227.44570231198787","212.0","3642.0","378.56921058649","454.1950751595425","127.65064976422212","2.0750123930575577","72568.0","1215374.0","0","183"
"52","52","661.2362850534005","2","52","215.81796073407273","3641.792518796935","17.585253878167094","231.9571181669257","218.5","3742.5","378.03433050931574","454.04245069723834","127.92677494148056","2.0750123930575577","73493.0","1243545.0","0","183"
"53","53","792.7270540297825","2","53","217.54094136954427","3760.9525891999315","20.18223960628325","300.05138370261625","222.0","3861.0","377.5016217415549","453.561815399434","127.81037156593334","2.0750123930575577","74601.0","1285757.0","0","183"
"54","54","774.5885010714919","2","54","210.03756092506234","3651.5150195729852","17.666350711451233","321.2292152371251","212.0","3741.5","377.04328987475736","452.7223242762058","128.08201105382682","2.0750123930575577","72346.0","1255675.0","0","183"
"55","55","865.3222820215423","2","55","208.94466943403782","3690.761677437765","18.47198043286011","342.1436831629151","212.0","3801.0","376.66396193259345","452.85035237234945","127.95808823829768","2.0750123930575577","72091.0","1273846.0","0","183"
"56","56","768.3183016998227","2","56","195.05696672733717","3552.4642689282127","15.957194672404178","331.4038367899858","199.0","3659.0","376.3181165659481","452.9819581484953","127.50893521972921","2.0750123930575577","67450.0","1221890.0","0","183"
"57","57","644.7459925968595","2","57","185.71704099699394","3490.4207077156907","15.596051165824056","245.72160389726477","186.0","3571.0","376.37289798188414","452.5439603472512","125.97426715644266","2.0750123930575577","65866.0","1235125.0","0","183"
"58","58","665.861798628486","2","58","185.98530809457804","3357.2442981462573","15.869413143916299","284.5527980234148","189.0","3432.0","374.8030957174476","452.6130183221881","128.50765997665","2.0750123930575577","65114.0","1172473.0","0","183"
"59","59","581.6678094134409","2","59","180.41217261559802","3200.024340988118","13.579546348702083","242.1604190315904","181.0","3261.0","373.6862808614831","452.3589006060054","130.38649821048858","2.0750123930575577","63682.0","1126367.0","0","183"
"60","60","543.3122922763315","2","60","174.08735242986933","3129.3895312440227","13.998068787062588","230.32116108231486","175.0","3224.5","373.60680480133806","452.67276331498005","130.0249634203221","2.0750123930575577","61431.0","1099031.0","0","183"
"61","61","509.3552101439881","2","61","168.73369476583207","3090.912683961771","12.31995539465163","200.2421349442287","170.0","3156.5","373.39029560618326","452.53259432185143","130.63844726656103","2.0750123930575577","61229.0","1118238.0","0","183"
"62","62","531.6768878730481","2","62","166.03910787812245","3118.0653936854205","12.789442643392887","243.82755956622742","166.0","3129.0","373.0830625389724","452.5489240155136","130.92612542363838","2.0750123930575577","62102.0","1162050.0","0","183"
"63","63","358.37143963472664","2","63","168.44196061109264","2995.2589948997893","14.210182658006913","182.3926925962017","167.5","3015.5","372.759467679202","452.3921065453889","130.00650518322877","2.0750123930575577","61800.0","1100325.0","0","183"
"64","64","384.785621982295","2","64","171.61010315371024","3039.7649466295925","13.333869130268011","193.26642088285234","171.5","3083.0","372.0375282322757","451.9432263256842","130.01520801409745","2.0750123930575577","63016.0","1118175.0","0","183"
"65","65","455.60202743096477","2","65","174.35673576139322","3212.1157122213554","14.034884479245314","189.8597498250113","173.5","3272.0","371.9986197057783","451.41582606810323","130.68859846526027","2.0750123930575577","64005.0","1182744.0","0","183"
"66","66","422.2155217148534","2","66","182.2472878604171","3092.8145436803247","15.082614318741117","204.2077122288747","179.0","3141.0","371.6919607796278","451.229506562562","129.4143148000168","2.0750123930575577","67907.0","1155617.0","0","183"
"67","67","439.9218531395459","2","67","191.7452253846864","3081.266643513937","15.574568262031313","201.93210708738846","194.0","3122.0","371.71105762591213","451.2136969420699","130.3934691653837","2.0750123930575577","72114.0","1163135.0","0","183"
"68","68","394.7571619134573","2","68","202.5559495429369","3155.8708852122863","15.762167060807926","196.3346651230464","203.0","3212.5","372.31519730094595","452.2671809530557","131.73510623467683","2.0750123930575577","74779.0","1161235.0","0","183"
"69","69","467.9956280666426","2","69","215.85985929305235","3142.7374153964656","16.949342263346836","214.7059965409016","218.0","3195.0","371.8333604691468","451.5802731243504","131.03630591569262","2.0750123930575577","78646.0","1140642.0","0","183"
"70","70","495.78890674161585","2","70","234.31320143536334","3127.7570938348827","20.67550040227412","233.50638955469603","237.0","3176.0","371.23462880762605","451.628714738663","131.00894553719343","2.0750123930575577","90079.0","1200574.0","0","183"
"71","71","578.9692461396055","2","71","257.5642933214029","3159.241879346563","23.254122141292104","260.0432451652029","261.5","3251.5","371.2037813477913","451.3514820377982","130.9620021797992","2.0750123930575577","96222.0","1173617.0","0","183"
"72","72","670.8554527632627","2","72","273.27277809215235","3238.943039571947","26.684209953236245","292.1388702784848","278.0","3301.5","370.9403414799601","451.2355640754116","130.59221766172664","2.0750123930575577","103383.0","1220722.0","0","183"
"73","73","624.0265166100836","2","73","279.9440943452948","3144.15918732636","30.33544964395334","278.84503397087934","280.5","3187.0","371.331070386658","451.1886679942625","130.46031659835168","2.0750123930575577","106006.0","1189417.0","0","183"
"74","74","605.6026230243305","2","74","288.1636568872278","3062.108337874138","28.504510072891176","271.09224716352685","291.0","3097.5","371.35371286668624","451.21167634404543","130.80454141780606","2.0750123930575577","112582.0","1193505.0","0","183"
"75","75","579.7546420062625","2","75","298.135095004121","3043.8255185662756","31.23405721759187","264.24448801416844","301.0","3095.5","371.6376230874067","451.3976390912409","130.9831652782585","2.0750123930575577","113121.0","1155043.0","0","183"
"76","76","519.5607775857696","2","76","290.5771742508884","2945.079080300985","28.213367303203132","229.45493603086885","290.0","2949.0","371.3607948924232","451.19164547973025","130.74366874817693","2.0750123930575577","113213.0","1147749.0","0","183"
"77","77","501.5971806030994","2","77","285.61350548078843","2909.199351372392","24.831610652273326","237.5664052703403","291.0","2976.5","371.4875312323976","451.26014995384884","130.53289423792071","2.0750123930575577","111981.0","1133781.0","0","183"
"78","78","516.9629586694533","2","78","297.4440016044717","2946.472781039738","27.753137849792044","230.12136891423108","305.0","3047.5","371.8886557976425","451.6855622873889","130.042762828172","2.0750123930575577","113577.0","1120580.0","0","183"
"79","79","620.2344666264637","2","79","283.0045335442176","2896.577142269046","30.665566855948885","285.09052689523287","285.0","2948.5","372.5055668621283","452.3223932056534","129.3096071179469","2.0750123930575577","112800.0","1151017.0","0","183"
"80","80","679.4085597797266","2","80","276.1036554614342","2905.599582064094","28.244249260922107","312.2309297426821","282.0","3036.5","372.678991185374","453.0190134598526","129.7144062959394","2.0750123930575577","106968.0","1114788.0","0","183"
"81","81","625.5294667797518","2","81","257.2472754401301","2853.472686767551","23.62212657935475","273.5465400407669","264.0","2957.0","372.3691042895131","453.8389350605793","130.00238866530805","2.0750123930575577","100808.0","1108459.0","0","183"
"82","82","567.1944052767539","2","82","246.59488689696855","2761.1486722799027","22.086163602030048","251.11737672753685","252.0","2853.0","372.6104512119125","453.8818891027186","129.53422247620534","2.0750123930575577","99573.0","1108750.0","0","183"
"83","83","533.9687067740024","2","83","234.8466454394758","2674.3116752222445","20.129702527643122","239.9852534618545","237.0","2729.0","372.6077761432954","453.8886649234971","129.84815787678207","2.0750123930575577","95223.0","1080391.0","0","183"
"84","84","633.1947430114383","2","84","229.67313303898158","2742.5324498421946","20.91356053115306","277.384061462533","233.0","2798.0","373.14333398901886","454.6975749752871","130.36401820767858","2.0750123930575577","92463.0","1095832.0","0","183"
"85","85","623.2971190171377","2","85","227.2381075940099","2761.248277281665","21.85542692006114","285.1105780051292","234.0","2877.5","373.2078427996762","454.6994059864666","130.60850179113584","2.0750123930575577","89709.0","1084636.0","0","183"
"86","86","602.5041316732849","2","86","217.78992331438917","2716.997703742057","19.118208779325805","280.6749728507228","222.0","2813.0","373.0493395346556","454.2367432772148","129.8186214171128","2.0750123930575577","86933.0","1073347.0","0","183"
"87","87","643.9801494210526","2","87","214.9951762934762","2707.3885272319926","19.75667712440895","287.6841843806756","217.5","2803.0","373.46127962356377","453.9711172683003","130.01780964431134","2.0750123930575577","85359.0","1074101.0","0","183"
"88","88","640.1379985867377","2","88","205.45940915598894","2639.7383128511774","17.716800011653053","282.954862329223","207.0","2749.0","373.2059236091875","454.10052173425925","130.71087028543968","2.0750123930575577","82022.0","1045034.0","0","183"
"89","89","539.7311629988102","2","89","200.9478869611657","2525.16971387985","17.868734813879513","279.7493704550015","203.0","2620.5","373.14490090092494","454.0830085574604","131.06406660584645","2.0750123930575577","80168.0","1008582.0","0","183"
"90","90","596.3207961127047","2","90","200.2002011640957","2539.8650625958367","18.124676445884447","282.966874050844","203.0","2664.5","373.8110888611742","454.3277197547498","131.46292430569235","2.0750123930575577","79436.0","1004898.0","0","183"
"91","91","573.8181198291494","2","91","207.8580780837896","2504.8675203340777","21.69662996993973","259.3694350925461","212.0","2593.0","373.93093945496145","454.293329893795","131.90373840480913","2.0750123930575577","85140.0","1017745.0","0","183"
"92","92","624.3258689614519","2","92","212.62539911148562","2594.6820809757132","23.804710834972752","290.6258550352341","216.0","2686.0","374.01167665580215","454.5919298887089","131.70025369822423","2.0750123930575577","86462.0","1050270.0","0","183"
"93","93","621.5235003380069","2","93","225.44819236101688","2628.1839271078074","26.69833602873816","277.50751184399354","229.0","2703.5","374.3417190862373","454.37885755815563","131.93049107499496","2.0750123930575577","92937.0","1082811.0","0","183"
"94","94","628.0922357442377","2","94","237.16304976944892","2620.336039279582","32.10438446335934","270.2020878461906","248.0","2781.0","374.51203702710353","454.5848119706608","131.4457252257654","2.0750123930575577","94382.0","1043987.0","0","183"
"95","95","647.8423110577896","2","95","259.86656871393205","2536.9145593056282","38.58844617578787","272.45354188309756","273.0","2623.5","374.3150702485374","454.739340506271","131.5305365348184","2.0750123930575577","110312.0","1065565.0","0","183"
"96","96","656.5452876730565","2","96","280.2161929140936","2532.324131934983","45.45723138248663","287.41152160038797","296.0","2609.5","374.4565831904758","454.6115471343719","132.01266851207185","2.0750123930575577","114443.0","1027605.0","0","183"
"97","97","592.3238708090544","2","97","305.1038669193466","2487.9349541195334","59.19406784164385","259.10819191803137","314.5","2583.0","374.5688274830704","454.158482064447","131.8109814877775","2.0750123930575577","124708.0","1014281.0","0","183"
"98","98","568.2772977409542","2","98","332.8698817178952","2461.6761989228908","66.22937830139749","263.9137821827006","361.0","2561.0","374.80541791848475","453.58093121435405","131.63021654607738","2.0750123930575577","137617.0","1016524.0","0","183"
"99","99","603.2533958613145","2","99","358.2535622477119","2432.2455079208275","73.79885872289975","289.55461704423874","392.0","2560.0","374.98048269506984","453.3379189851091","131.02777142610245","2.0750123930575577","152909.0","1038834.0","0","183"
"100","100","607.1511154638127","2","100","370.27545747983174","2430.8048199423874","89.81358491932099","281.43650393957415","400.0","2579.5","375.3298884953581","453.3469557363537","131.08343642288565","2.0750123930575577","150714.0","1003757.0","0","183"
"101","101","","2","101","381.78871108737246","2468.4297558114317","90.78208522475381","296.7825057825579","400.5","2565.0","375.0827260852069","452.7905056546427","131.00315501414948","2.0750123930575577","159111.0","1033088.0","0","183"
"102","102","","2","102","401.99666349634634","2433.040575995026","97.91403449881092","304.3121613902378","417.0","2490.0","375.3843097862759","453.7003312942484","131.11677420046502","2.0750123930575577","170972.0","1037762.0","0","183"
"103","103","","2","103","455.42168231446635","2514.861093538417","81.2209388607791","280.1380821838749","456.0","2531.0","375.201646260427","453.0967127283856","131.04439193651768","1.886374902779598","137079.0","754717.0","0","183"
"104","104","571.9789937795625","2","104","449.2110020451788","2456.5449476127637","89.77189366698985","261.8944691457973","444.0","2506.0","375.50380528083997","453.3038775427519","131.80793141622337","1.886374902779598","138050.0","762157.0","0","183"
"105","105","430.263103465542","2","105","435.3455747393132","2277.545784180333","86.43088017802329","210.27329682601447","471.5","2356.0","375.2512519176546","451.9373121511832","130.45536484428166","1.886374902779598","134070.0","700274.0","0","183"
"106","106","443.4103017333413","2","106","435.1762324960931","2308.18679806443","81.18570419691125","235.1341250042535","469.0","2391.0","375.1121317328044","452.12258519560874","129.98020112517366","1.886374902779598","145246.0","771779.0","0","183"
"107","107","","2","107","431.0383219001577","2249.482713416671","81.04752963414806","217.1669928152621","423.0","2291.0","375.0501130631454","451.80267800237834","129.51145667812085","1.886374902779598","132215.0","701033.0","0","183"
"108","108","","2","108","446.8753878514601","2348.4715012229544","72.14713097302571","202.4688590305502","439.5","2391.5","375.05642260009284","451.7647993198028","129.50997275113718","1.886374902779598","136010.0","723616.0","0","183"
"109","109","","2","109","441.6477630177971","2312.9987159802067","66.28372076274184","223.49072685693585","457.0","2394.5","375.40515429478546","451.74262071734125","129.5684783090979","1.886374902779598","151996.0","790247.0","0","183"
"110","110","","2","110","413.83964910625576","2233.8799176635403","57.49802027892445","213.30913376128393","438.0","2316.0","375.6261658905245","451.309073418633","129.23322957432444","1.7985878990921378","120206.0","645578.0","0","183"
"111","111","","2","111","427.9541796575864","2261.713701746854","48.10888553683245","170.10530280027928","446.0","2358.0","374.8976661913315","451.30959874512615","129.10790415231622","1.7985878990921378","118486.0","623689.0","0","183"
"112","112","","2","112","438.79611820355166","2325.3270132622943","49.523483171114","175.31542401908672","453.0","2387.0","374.71433987003553","450.611895827436","129.93394098249033","1.7985878990921378","126887.0","670192.0","0","183"
"113","113","","2","113","394.22598421680595","2326.450192058621","57.769274095031996","162.0755368831733","407.0","2362.0","374.85212693302117","450.24501539338945","129.9327624708598","1.7985878990921378","120820.0","712075.0","0","183"
"114","114","","2","114","385.2088482450925","2253.1816169783865","47.90250918337654","218.65468659607967","395.5","2360.5","374.0416065958691","450.47872860405727","129.17905925392023","1.7985878990921378","103997.0","605867.0","0","183"
"115","115","","2","115","361.8983362843607","2218.946825311683","49.305324116470395","197.9150458697956","366.0","2307.5","374.9758934126126","449.93671262950664","129.3121981014594","1.7985878990921378","97387.0","590600.0","0","183"
"116","116","","2","116","365.81862969850835","2270.4815577498907","45.774171578945875","195.8163493093727","384.5","2373.0","374.54000418586384","449.6444723298363","129.20685710371995","1.7985878990921378","100813.0","624621.0","0","183"
"117","117","","2","117","361.4048551048177","2246.2680878915476","41.37461652979668","187.78162742763993","376.0","2352.0","374.6080054325897","449.34485292160366","129.19591719611725","1.7985878990921378","100864.0","625162.0","0","183"
"118","118","","2","118","349.5364451554667","2357.2481026056685","37.97030252399087","160.27655299376647","357.0","2411.5","374.1411228548387","448.33809273436174","129.02807542339187","1.7985878990921378","104648.0","699445.0","0","183"
"119","119","","2","119","329.0531006542619","2267.0247990979565","34.672049801866635","149.99420660910926","337.0","2324.0","373.96562685454387","448.2602640892846","128.98882195206164","1.7985878990921378","105128.0","721946.0","0","183"
"120","120","","2","120","321.38307412466577","2251.798079989134","37.52566163711989","177.0969969134646","328.0","2327.0","374.146720070567","448.6538626302136","129.05416972414653","1.7985878990921378","90323.0","633201.0","0","183"
"121","121","","2","121","300.3380448876158","2253.4556632799035","42.03357259561705","165.037642123744","308.0","2306.0","374.449718408473","448.16990488485453","129.0729108687217","1.7985878990921378","91110.0","689225.0","0","183"
"122","122","","2","122","284.8706337826743","2183.8591533444674","30.598698855602663","143.77977651976272","288.0","2227.0","374.1780264183142","447.83506070836444","128.99514368038552","1.7985878990921378","92139.0","706939.0","0","183"
"123","123","","2","123","279.2392140971286","2200.6420871415144","26.47863619067099","181.81448606293907","279.0","2177.5","374.17634084197874","448.4491097838123","130.01342292149778","1.7985878990921378","86606.0","677390.0","0","183"
"124","124","","2","124","268.439411794283","2212.827514971981","26.124168452542303","160.66690736525752","270.0","2221.5","373.5112604042748","447.63476317750644","129.8234772931705","1.7985878990921378","85470.0","700852.0","0","183"
"125","125","","2","125","259.87299236076086","2195.883990649481","23.604834893996312","166.79563776920858","263.0","2273.5","373.4632667415911","446.99514814199307","129.7637114950852","1.7985878990921378","76677.0","647941.0","0","183"
"126","126","","2","126","245.60515853358774","2140.278687995629","20.644679013309617","159.12099070054995","247.0","2166.0","373.0555881953168","446.555200176776","128.96661229482189","1.6350799082655796","57400.0","501925.0","0","183"
"127","127","","2","127","241.1842933469453","2087.2435326368272","18.782308654089032","136.0478239712508","242.0","2131.5","373.1348882057476","446.37601329044026","128.9673520491462","1.6350799082655796","60455.0","522731.0","0","183"
"128","128","","2","128","249.36466826348482","2040.5591929875102","21.318900527016712","152.26528012152718","250.0","2109.0","373.1518885174291","446.3011084383821","128.96461707224555","1.6350799082655796","56099.0","457754.0","0","183"
